תאור נייר,מספר נייר,מספר נייר 2,תאריך פדיון סופי,תאריך הנפקה,תאריך נתונים,שם תיק,מספר תיק,שווי נייר,סוג חוזה,מחיר מימוש,יחס המרה,שער נייר,מטבע נקוב,ארופאי,CALL/PUT,מחיר יחידת נכס בסיס,"ע""נ ליחידה",מדד בסיס,מטבע בסיס,מדד נוכחי,מטבע הצמדה,מטבע מימוש,סוג ריבית,שפיצר,קופון הבא,פרמיה לריבית משתנה,תאריך ריבית הבא,תאריך קרן הבא,תאריך שינוי הבא,מועד אקס,תדירות ריבית,תדירות פדיון,תדירות שינוי ריבית,דרוג,קרן,כמות,ענ ליחידה,ריבית צבורה,דבידנד,סחירות,ענף,בורסה,חשבון,קוד חוב בפיגור,מדינת חשיפה,"מספר נ""ע מקורי",קבוצת לווים
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,333919,0,ישראל,691212,ברונפמן
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,830801,0,ישראל,691212,ברונפמן
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,657446,0,ישראל,691212,ברונפמן
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,830771,0,ישראל,691212,ברונפמן
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2794489,0,ישראל,691212,ברונפמן
דיסקונט,691212,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,634,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,91472,0,ישראל,691212,ברונפמן
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,199300,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,531901,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,14685,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,504863,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,22084,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,333900,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,830801,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,830771,0,ישראל,694034,קבוצת זלקינד
אלקו החזקות,694034,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,3546,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,A,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,2794489,0,ישראל,694034,קבוצת זלקינד
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2419549,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2708835,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2709048,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,199300,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2550261,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2549728,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2549826,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,331677,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,531901,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,14685,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,504863,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2768419,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,601613,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,22084,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,10383745,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,333900,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,333919,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,830801,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,657446,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,830771,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,2794489,0,ישראל,695437,עופר השקעות-ליאורה עופר
מזרחי,695437,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,4403,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 בנקים,תל אביב,831956,0,ישראל,695437,עופר השקעות-ליאורה עופר
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2709048,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,199300,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,331677,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,531901,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,14685,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,504863,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,22084,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,333900,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,830801,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,830771,0,ישראל,699017,קבוצת אקסטרה
נכסים בנין,699017,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,21720,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2794489,0,ישראל,699017,קבוצת אקסטרה
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2708835,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,199300,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,531901,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,14685,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,504863,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,22084,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,333900,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,830801,0,ישראל,723007,חיים כצמן
נורסטאר החזקות,723007,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,9437,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2794489,0,ישראל,723007,חיים כצמן
אלקטרה,739037,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,51910,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,2419549,0,ישראל,739037,קבוצת זלקינד
אלקטרה,739037,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,51910,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,2708835,0,ישראל,739037,קבוצת זלקינד
אלקטרה,739037,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,51910,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,504863,0,ישראל,739037,קבוצת זלקינד
אלקטרה,739037,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,51910,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 75 השקעה ואחזקות,תל אביב,601613,0,ישראל,739037,קבוצת זלקינד
מעריב,744011,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,140.9,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר שרותים,תל אביב,333900,0,ישראל,744011,קבוצת אקסטרה
מעריב,744011,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,140.9,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,יתר שרותים,תל אביב,2794489,0,ישראל,744011,קבוצת אקסטרה
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,2419549,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,2708835,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,2709048,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,199300,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,331677,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,531901,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,14685,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,504863,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,22084,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,333900,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,333919,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,830801,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,830771,0,ישראל,746016,קבוצת שטראוס
שטראוס עלית,746016,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,6790,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,   ,1,1,1,0,,סחיר,תא 25 מזון וטבק,תל אביב,2794489,0,ישראל,746016,קבוצת שטראוס
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2419549,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,199300,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,531901,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,14685,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,504863,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,22084,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,333900,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,830801,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,830771,0,ישראל,759019,קבוצת אקסטרה
גב ים,759019,,30/12/1899,30/12/1899,30/09/2014,בדיקה,1,1,מניה,0,0,103300,שקל חדש,ארופאי,,,1,100,1,,,שקל חדש,,,,,,,,,,,,AA-,1,1,1,0,,סחיר,תא 75 נדלן ובינוי,תל אביב,2794489,0,ישראל,759019,קבוצת אקסטרה
